"","Signature 1","Signature 2","Signature 3","Signature 4","Signature 5","Signature 6","Signature 7","Signature 8","Signature 9","Signature 10","Signature 11","Signature 12","Signature 13","Signature 14","Signature 15","Signature 16","Signature 17","Signature 18","Signature 19","Signature 20","Signature 21","Signature 22","Signature 23","Signature 24","Signature 25","Signature 26","Signature 27","Signature 28","Signature 29","Signature 30"
"1",0.106039212017553,0.120577315719017,0.182840204774977,0,0.105851889191526,0.0385879327973247,0.00258462142845749,0.13957688602339,0.0638724850748558,0,0.0127869713038341,0.0072365140051153,0.154679511800416,0.00865025173036978,0.00148898764323255,0.0398084203872737,-6.3435439115112e-19,0.000224116357585756,0,0,0.0121624935571856,0,0,0,0,0,0.00105405969478702,0,0,0.00197812649310035
"2",0.104061748395627,0.121107464798971,0.192966182437823,0.000164758675776428,0.107253292792977,0.0433536899569076,0.00310415224389587,0.131888782420442,0.0657769047162507,0.000186721671675421,0.0128450225712153,0.00399363530098791,0.153970262180347,0.00642583643031498,0,0.0368570680427999,0,0.000988799013114991,0,0,0.0136174628748326,0,0,0,0,0.00025506825780753,0.00118314721823219,0,0,0
"3",0.107911915173482,0.120228475899345,0.184739816216468,0.00396164240174327,0.109883909588616,0.036878122549926,0.00278274433045844,0.13801316586029,0.0597730403334202,0.000485219932473377,0.0106736997542076,0.0136964301848357,0.154367682397065,0.00584432362732162,0.00299255596496746,0.0325532006733156,0,0,0,0,0.00927010520597197,0,0,0,0,0.000181930477417665,0.000737012751228683,8.90966838812165e-05,0,0.00493590999356501
"4",0.108367751210463,0.120555758315333,0.191799105956224,0.00250626847846535,0.109214407029829,0.0354885561761009,0.00234116912001961,0.129523511378906,0.0626996876642201,0.000272870532088508,0.0121427040153105,0.0108013601142084,0.154401790360518,0.00943897134915538,0.00213153551493303,0.0342994914410313,0,0,0,0,0.0105296018259625,0,0,0,0,0,0.00136328751913277,0,0,0.0021221719980983
"5",0.106698821905673,0.1211013852584,0.191203903336471,0,0.113247652344071,0.0393381828779617,0.00235390482434299,0.131906685152153,0.0644890989174735,0.000381581520266676,0.0125194179785003,0.0145316425313123,0.154473995985123,0.00949054662086432,0,0.0277367096439791,0,0.000795401789804287,0,0,0.00877641840492519,0,0,0,0,0,0.00095465090867962,0,0,0
"6",0.104900657488607,0.119698778416196,0.186736197960792,0,0.102712844676057,0.041408138964375,0.00379002144425137,0.139849099799098,0.0621468053776641,0.000306841797245412,0.00966398282981549,0.00534119316494507,0.154502641459764,0.00747970387584295,3.36565235455415e-05,0.0406255258600944,0,0.000149864513683908,0,0,0.0133840261288866,0,0,0,0,0,0.000829831022501464,0,0,0.00644018869663521
"7",0.102938156255841,0.120396086660224,0.188607787259292,0,0.102372994605628,0.0454727706440218,0.00383051515933259,0.139269152932059,0.0640817218843711,0.000370913604004071,0.0114559321136941,0.0151459893013426,0.154919664363923,0.00578988911292228,0,0.0314509010822498,0,0.000634404457139072,0,0,0.00997423937698338,0,0,0,0,0,0.00116424374238174,0,0,0.00212463744459152
"8",0.109093350971244,0.121733764990325,0.179562780528236,0.00556937951735956,0.138541201428925,0.0292671916977915,0.0018551646908071,0.124282527714908,0.0623139975396278,0,0.0114952465891733,0.0070379297260486,0.155251305185079,0.00927163226220268,0.00479756964175667,0.028466247792006,0,0,0,0,0.010512742190443,0,0,0,0,0,0.000826394104252864,0,0,0.000121573429813642
"9",0.107489242135107,0.120776879474059,0.175596399996546,0.00609271896766852,0.138655043927923,0.0352930400727781,0.00260342431589685,0.123572466460928,0.0644534277823475,0,0.0112157625512722,0.000102296025869962,0.154994122964081,0.0101696912812276,9.03174449683494e-05,0.0340646001869992,0,0.000910206719777853,0,0,0.0128126178773122,0,0,0,0,0,0.000996800328372024,0,0,0.000110941486864492
"10",0.102431523618723,0.120291865380824,0.186007599250344,0,0.104918079144908,0.0452715611372688,0.00224710206048711,0.141546560383039,0.0598652254750032,0.00106317153838147,0.0122347340315574,0.00775643747789169,0.154389691238726,0.0049245557495942,0,0.0382392802227332,0,0.00025760054821264,0,0,0.0121177642742833,0,0,0,0,0,0.000834306401576289,0,0,0.00560294206644509
"11",0.103811664724809,0.120205048394412,0.186196644286399,0,0.105067338535772,0.0420309064111088,0.00276828613740169,0.141273449227023,0.0612071651693293,0.000562585043389668,0.0106988141560653,0.00498713246908144,0.154618453823918,0.00577495577077762,0.000998695740417649,0.0400535435136177,0,0,0,0,0.0127039068860681,0,0,0,0,0,0.000743624374853048,0,0,0.006297785335557
"12",0.105872268995475,0.121009374397254,0.175391831815134,0.00593422956477229,0.123872065489918,0.0388145614933677,0.00253189978961917,0.134575743401282,0.0649197856329679,0,0.0122070724236162,0.0108500134644877,0.155531411748613,0.00824855097600663,0.000217594168988565,0.0288478834106909,0,0,0,0,0.0101392124682595,0,0,0,0,0,0.00087745241563569,0,0,0.000159048343910968
"13",0.10505623274921,0.121351559339591,0.194597113019245,0,0.113859865230357,0.0429443517100443,0.00166579476997805,0.135730126891317,0.0609531785363602,0.000912402535415765,0.0139000887727106,0.0129994911763173,0.153616791779712,0.00523564282005302,0,0.0264837999247928,0,0,0,0,0.00847481565453957,0,0,0,0,0.000822338799377165,0.000915487394973094,0,0,0.00048091889600618
"14",0.100811260604946,0.120514276132013,0.186610717289889,0,0.106881043182121,0.0489685443186271,0.00274201704747811,0.140311555915707,0.0629203146315606,0.000704886195918757,0.0119551312977797,0.0138913470034651,0.154648612463796,0.00272520604908894,0,0.032184608066327,0,0.000827757877166052,0,0,0.00848240580615435,0,0,0,0,0,0.000798752132185721,0,0,0.00402156398577657
"15",0.108364996614856,0.121191768224329,0.189968517706058,9.67700419276535e-05,0.111118185510679,0.0346740819015442,0.00129961088630289,0.135013633085408,0.0580706963311819,0.000768665725242568,0.0134340365684264,0.0138229181217386,0.154476202119201,0.00936922048186948,0.0023534770601888,0.033240341926451,0,0.000498788996556286,0,0,0.00959610435787488,0,0,0,0,0,0.000976023570971644,0.000300149907006078,0,0.00136581086218511
