"","Trial_1","Trial_2","Trial_3","Trial_4","Trial_5","Trial_6","Trial_7","Trial_8","Trial_9","Trial_10","Trial_11","Trial_12","Trial_13","Trial_14","Trial_15","Trial_16","Trial_17","Trial_18","Trial_19","Trial_20","Trial_21","Trial_22","Trial_23","Trial_24","Trial_25","Trial_26","Trial_27","Trial_28","Trial_29","Trial_30","Trial_31","Trial_32","Trial_33","Trial_34","Trial_35","Trial_36","Trial_37","Trial_38","Trial_39","Trial_40","Trial_41","Trial_42","Trial_43","Trial_44","Trial_45","Trial_46","Trial_47","Trial_48","Trial_49","Trial_50","Trial_51","Trial_52","Trial_53","Trial_54","Trial_55","Trial_56","Trial_57","Trial_58","Trial_59","Trial_60","Trial_61","Trial_62","Trial_63","Trial_64","Trial_65","Trial_66","Trial_67","Trial_68","Trial_69","Trial_70","Trial_71","Trial_72","Trial_73","Trial_74","Trial_75","Trial_76","Trial_77","Trial_78","Trial_79","Trial_80","Trial_81","Trial_82","Trial_83","Trial_84","Trial_85","Trial_86","Trial_87","Trial_88","Trial_89","Trial_90","Trial_91","Trial_92","Trial_93","Trial_94","Trial_95","Trial_96","Trial_97","Trial_98","Trial_99","Trial_100"
"Signature 1",0.264738021554071,0.283008910965461,0.284986018001883,0.298236807702265,0.290073810046014,0.297295449958564,0.2760109490518,0.283341066242445,0.296004783600962,0.29125527318971,0.281821713054281,0.274570775073536,0.255560423652527,0.294339951980522,0.289778868852741,0.264527371689892,0.297703813418049,0.27907408443678,0.285121057172144,0.2858038957891,0.266361063719428,0.289532873296266,0.302746170784279,0.276558520575964,0.284161347414674,0.271665753872355,0.287748595236624,0.264010879679456,0.286697039496459,0.274428039845708,0.278379739927931,0.2968544021697,0.282973450707398,0.294501381065138,0.288693790374276,0.284934400614071,0.274802293341627,0.297253057662374,0.298862300693038,0.269588410878517,0.284714274397522,0.266565337158478,0.269692995544575,0.283654411266158,0.293984573192174,0.273591760366906,0.270222821917368,0.28248115127637,0.278010490252917,0.284687084251494,0.277946239461909,0.28605632739706,0.291563368133698,0.285918814575261,0.272967254471759,0.286774204144848,0.269696282742927,0.285797700735667,0.28152321078849,0.272589080028134,0.290291308335876,0.271332393522636,0.289965799925413,0.28879865724762,0.277533240193239,0.284832833367624,0.276128019067937,0.299198890137083,0.294133617591188,0.300394296394913,0.289867308197509,0.271273464257069,0.272662240413627,0.27999343209412,0.270140040356826,0.293923901538201,0.280239609335777,0.287138469795534,0.272468300219766,0.262006170160709,0.270471198836571,0.291323526647561,0.274795995531102,0.28749567247793,0.275472984835558,0.274526335323241,0.282517114784393,0.28522590840094,0.290511819389789,0.272492060397868,0.28427994824145,0.280812346255013,0.295536006139376,0.277005079708459,0.27587367276148,0.291641203533586,0.287575193278117,0.288686816184146,0.27865057381713,0.270533807673184
"Signature 2",0.0108809019557517,0.0144116846220996,0.011563501302716,0.0146686997144032,0.0133489168850308,0.0150041695592476,0.0137299821262256,0.0139123092822637,0.0132868449644803,0.0164514887638746,0.0128638906706248,0.0123925162750264,0.0136345574362606,0.0166552772164919,0.0109234957952746,0.0181802425287891,0.0138300634169626,0.0122076334303601,0.0129313055853317,0.0186555493283215,0.013119647402432,0.0145737183442513,0.011539894078881,0.0135060556195852,0.0161863721782384,0.0142685480587901,0.0128806877974877,0.0139503854334648,0.0147680190563867,0.0127795254524037,0.0136614567432557,0.0115625321953702,0.0125455539773896,0.0138855961039381,0.0116695958308272,0.0153282985204048,0.0140776552264403,0.0119605252498391,0.0119140236053192,0.0131328396918191,0.0186660467553323,0.0166778508124194,0.0153671738998851,0.0143896422950341,0.0111631926692939,0.0143869997196242,0.0131117370997048,0.0127596211007954,0.0130529711757315,0.0129079999405955,0.0135673629240896,0.0129445261816386,0.0156836424379409,0.00927434493350398,0.0138544000672115,0.014723473723455,0.0112055686326445,0.0212434676067605,0.0199572739809588,0.0139787935764929,0.0194456094142665,0.0176821366244486,0.0118567905236507,0.0131398844608867,0.0115874083151152,0.01308384168093,0.0115237985175287,0.0128926471101505,0.0125538171826756,0.0129065929545926,0.0109981665658089,0.0152594657193769,0.0133557358201362,0.0161758247539719,0.014456585135879,0.0103034112345062,0.013806599663046,0.0115976433836471,0.0117689689944936,0.0115909875628219,0.0121731525206773,0.012529760000805,0.0113065536259571,0.0129516769144499,0.0122047187062311,0.0120556768507606,0.0175656544034607,0.0123805422733191,0.00983135702534325,0.0120550688886362,0.0142866800281794,0.0170727806225135,0.0110875996654717,0.0134722779222684,0.0129085147956145,0.0141209344366274,0.0113169684135611,0.0147826468506326,0.0138456716133382,0.0131941098814627
"Signature 3",0.0592135764500416,0.0572297010737307,0.0942076308379646,0.0350084258779753,0.105773593426947,0.128645500097512,0.0246039748908361,0.111647870013228,0.103435792810043,0.139767269802983,0.0649433706333888,0.0491802853055277,0.0806560981605854,0.0462808717404177,0.054144552470738,0.0381644092771462,0.0876302347555135,0.12999737452515,0.0656536035129072,0.0325713939302286,0.0933670036281002,0.0884182464148519,0.0225595210343175,0.0383521408233746,0.114412176807003,0.0844315808863687,0.0910851069442992,0.0539534614341659,0.0609309125201933,0.0634821521446774,0.0558077128812942,0.0837591988103178,0.0670118716883617,0.0945642395061973,0.0631806238048326,0.0641067815389934,0.0742800414721246,0.088028114228878,0.0862639380576588,0.0330277550732589,0.0863652501521424,0.0516116003783198,0.0317758415858287,0.0654063616854746,0.0658818267389463,0.0712951710065352,0.05523269158069,0.0918301854317753,0.0340710889001849,0.0355064799396733,0.0705503144319248,0.111319098061964,0.152704827647051,0.0556428294046093,0.1028584641671,0.0903488380323599,0.0773788604029146,0.102565994295228,0.0670373445776962,0.0933273068423195,0.05055419293873,0.0532426911905826,0.0531809669868726,0.101673967217339,0.0917910438542173,0.0696501547967064,0.059547285010344,0.0697869169778752,0.0834175090389616,0.092793171085458,0.0545809762047486,0.0731361784234393,0.0687747348588754,0.0702404424251743,0.0590043316329596,0.0421543508628366,0.125902000246215,0.0789089820013504,0.0510029136562604,0.0300660509773815,0.0814729468128203,0.0941367353727521,0.00588936670066949,0.0275945056048989,0.0169048657574985,0.0455046373867839,0.0543942449620747,0.0859162611619769,0.0652794924927231,0.0312424344994734,0.143262600729312,0.0716791540764191,0.106250663510886,0.0473912325662998,0.0127596346988063,0.0884318137924565,0.0242315871144475,0.100662805375374,0.0356805624580515,0.0403676057221142
"Signature 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signature 5",0.169413192761409,0.171794414878179,0.0997262642660017,0.183075003060094,0.12756721547318,0.0430613863225926,0.219558982953934,0.145860962407477,0.0470660638216686,0.0404039345551306,0.203083528589632,0.160659767231256,0.203173202482267,0.187973840635726,0.221751041041792,0.222532922475197,0.164872818930223,0.145196040257963,0.14377410685218,0.213975153768366,0.177285073467963,0.0501273117972738,0.243842356410012,0.20668085712232,0.187910557916429,0.18848955041616,0.0988939837323164,0.186283098491514,0.104108983998441,0.205218131428028,0.121065568827952,0.115250224411551,0.151884435009534,0.0447280781347856,0.154940473222407,0.196508888284344,0.189401389411236,0.0574746153700442,0.0506558169989622,0.206269235733801,0.189869106757538,0.20549792262907,0.188874985617065,0.15604322069361,0.154087947920965,0.166164468681818,0.218406768143598,0.145752273977606,0.202959489065135,0.161905492080481,0.103129054362786,0.0861974079334492,0.0628202379279774,0.138022530377636,0.202911869774118,0.130590455738034,0.172122174428939,0.219985998776386,0.230417061176401,0.196942869504527,0.167953026963436,0.229483876591521,0.164364001730981,0.0587775149778279,0.184891184467662,0.199523513564338,0.169512221372602,0.0786331059575734,0.0474532640728242,0.035947351026569,0.143092416957648,0.174302791491727,0.228940707474714,0.192454055910558,0.21170626992183,0.21018121651648,0.0708811210618898,0.0825397076775211,0.182351600405855,0.220092687647529,0.217584557599124,0.112750077843622,0.227922560838462,0.17309911610635,0.216533428143792,0.219931662718189,0.174299597404551,0.130248412377755,0.169086564258846,0.193279984540576,0.0523138662921585,0.235315255007251,0.0545502899056051,0.156733828912005,0.199303221643249,0.0713358727428114,0.244373951446446,0.0377719844432298,0.20121082945757,0.212027217355282
"Signature 6",0.0619290634266012,0.0422459650671343,0.0523052330357918,0.0221293609742456,0.0329772406451997,0.0415403665210461,0.0365914948913439,0.0412949370519411,0.0430951051597105,0.0490769355096241,0.0481783044484554,0.0490174803687639,0.0707320764870909,0.0435108879117876,0.0304055817721523,0.0472492297849767,0.0360843865945659,0.0443471575493199,0.0423129529608388,0.0330993390592359,0.0443252340687152,0.0450573209067414,0.0151853255609336,0.0425233754488386,0.0435525081445825,0.066594262111471,0.0371359479236461,0.0550184753322666,0.0392451866961252,0.0583540703423044,0.0541823703211685,0.0436739352760733,0.0533662616279151,0.0409282567309952,0.0347898243466576,0.0320642424574065,0.0502473387112833,0.0400229955348431,0.0399528253924706,0.0469003671501406,0.0320954797909228,0.0623469008870686,0.0462665814589095,0.0494991030866924,0.0403645960544147,0.0514444358663652,0.0499465230753178,0.0490929550805175,0.0411172541461361,0.0409892339954587,0.0567418671631073,0.0439492275922767,0.0443548979140081,0.0419646625154306,0.0499619818684159,0.039415952450699,0.04931938007452,0.0356323019600198,0.0404616913168701,0.0482393785686294,0.0347136065450811,0.0477588505622262,0.0384577703099461,0.0500822510809592,0.0537574801991796,0.0429111676621579,0.0527109678083603,0.0392042717944731,0.0427530530059756,0.0394497271394045,0.0352844080694609,0.0565022115172462,0.0478123169488437,0.043654759582156,0.052982846071779,0.0293719604115603,0.0531101674316455,0.0511110837361766,0.0529123002425569,0.0531164403072144,0.0504847025808242,0.0415801467207528,0.0383943910734822,0.0370507497747062,0.0392610419206037,0.0504370263478779,0.0490209764010185,0.0486838354192256,0.0315989013605234,0.0445954004133385,0.0423424370932463,0.0526671233237672,0.0432145581729447,0.0467309374971033,0.0401159380992232,0.0408028184675273,0.0173279670258016,0.0440689904454908,0.043679749647199,0.0519206110688234
"Signature 7",0.0316198551086879,0.0209389755261991,0.0252190961357661,0.0107115514376272,0.0217581006055153,0.0143089172865756,0.020954786869581,0.0240448819981406,0.020728749599576,0.0171470840403372,0.0267624977450797,0.0255244052116185,0.0266005138346542,0.0213634062248001,0.0176037758444122,0.0190729674308658,0.0203599847602755,0.0244709261739736,0.0157990510743868,0.0163960585166375,0.0240333405693145,0.0158946208084905,0.0199539327400878,0.0252338445918877,0.018685018317619,0.0269377257238273,0.0215297564735022,0.0211414042178497,0.0148791330506456,0.0287961463636543,0.0224912626632895,0.0251726535428661,0.0285911136868424,0.0175062434435079,0.0227979500509678,0.0228339496071434,0.0208546999650324,0.0159209238335628,0.0197220942135768,0.0223284171129458,0.0145408647252374,0.023645311526307,0.0240779346601212,0.0219797431310165,0.0216335703027029,0.021844226802234,0.0236525130240771,0.0228557679584382,0.0211172063196764,0.0191990843593844,0.022210799954099,0.0133944432967146,0.0236776537167545,0.0199985858956179,0.0236279818487492,0.0177769166834204,0.0315977568256601,0.0159999011941056,0.0165366581229793,0.0229409525362741,0.00795164620863648,0.0190465248919001,0.0244458941051089,0.0238448253409439,0.028307495983259,0.0217292850167406,0.0274873880741954,0.0177891296082834,0.0166234169308738,0.0147408169889928,0.0223156646449515,0.0248665062922537,0.024425276711805,0.0240514864298432,0.0260852617077581,0.0240849503850846,0.0211678027775484,0.0236591602060186,0.0253748025429446,0.0236596232649611,0.0244893972821297,0.0262119516152602,0.0194291274052994,0.0253259536322696,0.0198494739363605,0.0303459643593166,0.0179251746406366,0.0236897941838171,0.028650374590738,0.0201286872785897,0.0214706809929039,0.0223481053637655,0.0280186498611994,0.0193890614195749,0.0193339069477855,0.01477261668531,0.0186673236708725,0.0155172000379408,0.0194435338747301,0.0225124122201922
"Signature 8",0.18227292884956,0.194880309764165,0.177775779196313,0.209374492851641,0.184954012185808,0.16217190809364,0.219736649352706,0.179506276296822,0.192769883066509,0.172530332382585,0.197563101999124,0.212502595081491,0.173654675630958,0.19640786158737,0.199786483828127,0.202252282230581,0.167642286160282,0.153181672516484,0.188227049473516,0.180800314508944,0.175156380744594,0.1992609344183,0.209952345378043,0.214516207501128,0.163620827214493,0.172476340639606,0.210329180748598,0.204733228031188,0.210345673316674,0.193337720055575,0.217045327038302,0.190263797670788,0.192336893620909,0.204506400765655,0.21878561068508,0.194324626570871,0.182371092341846,0.197573373351619,0.202905190567153,0.204799068701755,0.183669987598098,0.203936091944135,0.189931171197682,0.200932444643719,0.202308817984213,0.210790824547077,0.192229400969345,0.185972865138604,0.218338489124946,0.20533293250462,0.198953890427301,0.177102487757871,0.161178314376824,0.215164681309719,0.180145285350885,0.178403445576887,0.177111735936007,0.168375053844428,0.178570215180442,0.187982711838489,0.174268047812208,0.207467420009342,0.18994513067534,0.188598703283918,0.184569120473015,0.190330840121911,0.19858583258529,0.190044295171673,0.189798542129603,0.186087954009673,0.219306382181941,0.190932543176446,0.188995229932441,0.1909605323854,0.188824009365682,0.198825930229923,0.175021223585391,0.187386038031175,0.212798130733159,0.214625695755798,0.186607937406153,0.192004340036712,0.227190020648348,0.215025472902036,0.220191821594744,0.189213090506577,0.201243542339406,0.194526664918729,0.199365610251324,0.225157898959404,0.17964251490485,0.16027032344666,0.185411168673958,0.212026186939934,0.220443822279317,0.190374463926422,0.197719635844949,0.19475839552953,0.196937774057163,0.20603796931127
"Signature 9",0.0643475304438997,0.0725149279117313,0.0598462730199762,0.0432415815940923,0.0839185929181913,0.0637167357819443,0.062144805311903,0.0747683670524106,0.0573819624186429,0.0736504882888184,0.0547808664217942,0.0628161154626176,0.0885054428281156,0.0471653815390937,0.0469424869820591,0.0725730897531282,0.0635887651578068,0.0647831208378604,0.056018550763913,0.0628203182905376,0.0665796287974571,0.0691754805969459,0.058291810358306,0.0486519812284894,0.0699689440080625,0.0685923385212128,0.0729873434710193,0.0545509689259155,0.0626660372119689,0.0668972097813695,0.0632944997589265,0.0691035601033567,0.0597125104858571,0.0662112073440516,0.0548137028141936,0.0724557576414879,0.0677046824115876,0.0624653417782694,0.070608710967954,0.0542440412213889,0.0817477994772383,0.0670845475353019,0.0561482777680191,0.0603278868379004,0.0546562182621676,0.0694278008512901,0.0615201097930253,0.0541990168084348,0.0623009421602429,0.0429681163077402,0.0641277947387543,0.0688966822755086,0.0783184608359885,0.0554906131872389,0.0638648184520087,0.0591727510477455,0.0851917711411735,0.0757211024222072,0.0582330012022486,0.0619393105467389,0.0797370089271435,0.0705742100988923,0.0556437398575884,0.0664577421800964,0.0511212123251547,0.0669630148561775,0.0629552466752673,0.0628285968442747,0.0703276780104731,0.0730406352888056,0.0671421252833179,0.0609491253070079,0.056680134780974,0.0718674259449482,0.0702182762107661,0.0528722691329027,0.0715774373212677,0.0667657343061035,0.0660369511284844,0.0745030477899031,0.0555997736641989,0.0534605458634055,0.0532714958230209,0.0508940792014809,0.0634653619351405,0.0679326297628141,0.0738493045705277,0.0657490020931382,0.0744450898810818,0.0678997777611193,0.0794619848180386,0.0720545189586905,0.0670988350396738,0.0634890398505599,0.0689368170085891,0.0684999249635886,0.0673962327509521,0.0833945271171808,0.0766807443494309,0.0717556359477296
"Signature 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signature 11",0,0.00640131438112012,0.0102311637603437,0.0170920330669618,0.0129913125727178,0.0173064564309416,0.00889159664669778,0.000142882025104797,0.0137730206199193,0.013663468212885,0.00430383878225349,0.00172151035385712,0.00112626470099358,0.00591797970258102,0.0150849545891559,0.000847587754609961,0.00335392194870077,0,0.0140448962304456,0.00235858817803739,0,0.0194080630502918,0.00295351271804332,0.0034035182299292,0.00852677712902486,0,0.0116524216661298,0,0.017705757308158,0.00212450462322687,0.0101304761525372,0.0126404791395911,0.00281799366999355,0.0179086218718752,0.0125714935938309,0.00254193109526427,0.00128246826524582,0.0205615527236938,0.0220045878155948,0.00525965518900122,0.0109203656318025,0.00580843775454895,0,0.00759892087975494,0.0138094715687543,0.0123432898198575,0.0082905371767312,0.00503704786535643,0.012913464392568,0.0141614437263694,0.0118511852609544,0.0106218592701948,0.0099785346393631,0.0205300046227203,0.00421094590047297,0.00581162871164203,0,0.00266269939329886,0.00648958921112104,0.00594075671499072,0.0146395417802569,0.00982261630737923,0,0.00706525676483963,0.00194533688579889,0.00462687376302988,0.00574565605855036,0.0124335860895632,0.0176739386323947,0.0220551539693458,0.0162490700206259,0.00325891103537979,0.00411822481624687,0.00225683572661249,0.00341968915001461,0.000388092592897204,0.00784062109988409,0.00754267686702335,0.0109024654520069,0.0116559960399833,0.00611262509888086,0.00910547439783643,0.0114201500826289,0.00464810160765701,0.0132355674327624,0,0.00536125483495273,0.0140873755878845,0.00142312573482914,0.0142558546495696,0.00806587637143862,0.00224148900451413,0.00483842714401325,0.00877122785310646,0.0119933584809083,0.016038653484832,0.011455368042123,0.0154607495590176,0.00929348796826164,0.00804551393074116
