"","Signature 1","Signature 2","Signature 3","Signature 4","Signature 5","Signature 6","Signature 7","Signature 8","Signature 9","Signature 10","Signature 11","Signature 12","Signature 13","Signature 14","Signature 15","Signature 16","Signature 17","Signature 18","Signature 19","Signature 20","Signature 21","Signature 22","Signature 23","Signature 24","Signature 25","Signature 26","Signature 27","Signature 28","Signature 29","Signature 30"
"1",0.348581837360375,0.0434177770753528,0.0384743593449526,0.00157309718301092,0.140054129585131,0.0208629611700106,0.0376181402151854,0.181154016748011,0.0663004869795748,0,0.00972080827244306,0,0.0275505482679049,0,0.0147662873092809,0.0480159575263363,0,0,0.0166740354889246,0,0,0.00194684904224865,0,0,0,0,0,0,0,0.00328870843125767
"2",0.357143600677424,0.0437384339327803,0.0139386359056002,0.0136013912844458,0.220750135943932,0,0.0390402055357021,0.153145754612445,0.0571072837571026,0,0.00360741526706113,0,0.0303687470643593,0,0.0236127731180974,0.0263731323769079,0,0,0.0133116493402621,0,0,0.00081584365637535,0,0,0,0,0,0.000831497543860301,0,0.00261349998364355
"3",0.354122236383853,0.0445622890881935,0.0377316370186129,0.00918799291638477,0.14599836396743,0.0158552516836507,0.0347651476101271,0.179404125784165,0.0679973050294294,0,0.0151254959815192,0,0.0276291364285279,0,0.014989219482567,0.0400000058742696,0,0,0.00934750592833623,0,0,0.000576618573794106,0,0,0,0,0,0,0,0.00270766824914013
"4",0.36524090253231,0.0406906329798038,0.0588578400384462,0.00609185999888125,0.0531565728150503,0.00193594981441491,0.0395656067211802,0.178317742392853,0.0645290442413259,0,0.00955697078190174,0,0.0284650134306609,0,0.0226540942059547,0.0928301541249017,0,0,0.017157654289848,0,0,0.00370400008740501,0,0,0,0,0,0,0,0.017245961545062
"5",0.35341569565718,0.0438110247272291,0.0129348098503155,0.00814419331405869,0.199562263389637,0,0.0371553469541721,0.177883778065951,0.057445935923946,0,0.00506653955836405,0,0.0286030979789079,0,0.025938825014405,0.0306591441974934,0,0,0.012688683889905,0,0,0,0,0,0,0,0,0.000393743020586009,0,0.00629691845784913
"6",0.364419868771182,0.0389397105489833,0.0459715145980699,0.00388291885113098,0.0848365711294113,0,0.0384728526142092,0.176837726911776,0.0636733504604471,0,0.00627206141265367,0,0.0261708504094459,0,0.0288442586147642,0.0938155800320433,0,0,0.00251217422293144,0,0,0.000309183204991323,0,0,0,0,0,0,0,0.0250413782179604
"7",0.355874651139609,0.0432832729766603,0.0144462731443845,0.00899851607135355,0.206977574404493,0,0.0363176035929684,0.165137122776213,0.056198044972551,0,0.0051548045351215,0,0.0290090956487474,0,0.0243466261638716,0.0327530667428412,0,0,0.0133121874321723,0,0,0,0,0,0,0,0,0.00257090991958711,0,0.00562025047942544
"8",0.363934722759477,0.0400283810406445,0.0512843346771291,0.00431943061083477,0.0379286787400788,0.00235042016346723,0.0352198360511634,0.173961933855138,0.0674918357525052,0,0.00365923377618286,0,0.026323719665095,0,0.0268904140223347,0.113727084058454,0,0,0.0170551799488785,0,0,0,0,0,0.006910615690069,0,0,0,0,0.0289141791885472
"9",0.353708079636784,0.0436442282641767,0.0757805869289899,0.00284091262005818,0.106602714930695,0.0220415867431546,0.038107052466101,0.166760119100299,0.0621532294629023,0,0.0122037622163161,0,0.0245732348257728,0,0.0123526204221094,0.0631406696973001,0,0,0.0105382434066439,0,0,0.00136949512468763,0,0,0,0,0,0,0,0.00418346415400847
"10",0.352900688298478,0.0433907135502268,0.0430705435873681,0.00199177961765987,0.118143102002565,0.0158057203441264,0.0337911015228322,0.180750266611782,0.0666495862988565,0,0.0122736441887627,0,0.0277670861070894,0,0.016193386546405,0.063452416237473,0,0,0.0163585702484056,0,0,0,0,0,0,0,0,0,0,0.00746139483796953
