"","Signature 1","Signature 2","Signature 3","Signature 4","Signature 5","Signature 6","Signature 7","Signature 8","Signature 9","Signature 10","Signature 11","Signature 12","Signature 13","Signature 14","Signature 15","Signature 16","Signature 17","Signature 18","Signature 19","Signature 20","Signature 21","Signature 22","Signature 23","Signature 24","Signature 25","Signature 26","Signature 27","Signature 28","Signature 29","Signature 30"
"1",0.295855347934527,0.0471064549873722,0,0,0.200222378670659,0.0286649006208467,0,0.179222048241178,0.0542352726383823,0,0.0385016655809369,0,0.0216376595203007,0,0.00852677180782868,0.0924071804216718,0,0,0,0,0,0.00124540973253392,0.0220915454439432,0,0,0,0.0056357673707656,0,0,0.00464759702905439
"2",0.313107819407806,0.0522391830702181,0,0,0.199948246803566,0,0.00338234884838942,0.188243675271046,0.0491646161186898,0,0.0373047530980403,0,0.0214322782612897,0,0.00659236927849164,0.100156912928772,0,0,0,0,0,0.0012280863705454,0.0235711475889851,0,0,0,0.0036285629541609,0,0,0
"3",0.289366860760013,0.0401201835971822,0.0122267381854573,0,0.043096821295288,0.0321510802818151,0.0135975835168681,0.235344704876373,0.0893297457885461,0,0.0184794873686826,0,0.0223725492244281,0,0.0042689940343174,0.126280900820849,0,0,0,0,0.00293497336867667,0,0.0298027742989894,0,0,0,0.00753741121241765,0,0,0.0330891913700964
"4",0.284097455665674,0.0448492777575957,0.0242839003202504,0,0,0.0469588505893133,0.00641685021234484,0.209110125368582,0.0979614672062808,0,0.0209425186780629,0,0.0208684350655383,0,0.00708116254370763,0.157714620267011,0,0,0,0,0.0103312271965287,0.000733355260095868,0.0319528754203421,0,0,0,0.00905097498247617,0,0,0.0276469034661962
"5",0.295276962792555,0.0458629759948105,0.0205442023643731,0,0.0129576697546465,0.0391806701928522,0.00035862111990199,0.215106455009614,0.0888527446455834,0,0.0383423416983314,0.00209605671954994,0.0211213183018029,0,0.00903241278276402,0.138068255868775,0,0,0,0,0.0120426917471911,0.000534013557752448,0.0249324797847707,0,0,0,0.00753859902145688,0,0,0.028151528643269
"6",0.306775579048255,0.0463228092400379,0,0,0.091482557904598,0.00635873046866387,0,0.230102945869835,0.0348821236794132,0,0.0286485547685048,0,0.0202890261560153,0,0.0250839093834629,0.164975322911657,0,0,0,0,0,0,0.030956800168742,0,0,0,0.00392371082133127,0,0,0.0101979295794842
"7",0.291105022243212,0.0510181270523081,0,0,0.135331273290598,0.00820351018230438,0,0.21971819659533,0.044926012810286,0,0.0347077610840936,0,0.0181678597284569,0,0.0121945208302259,0.144930834941072,0,0,0,0,0,0,0.0311670396324503,0,0,0,0.00310711122973618,0,0,0.00542273037992603
"8",0.294752089687372,0.0473302844789645,0,0,0.165507129578626,0.0347710061053973,0,0.177948803463908,0.0611847621172089,0,0.0444272342159119,0,0.0176831981713868,0,0.00329953612783625,0.126100598554232,0,0,0,0,0,0.00192792337319456,0.0160902512953991,0,0,0,0.00551995685766271,0,0,0.00345722597289914
"9",0.272790839179116,0.0407692730159796,0,0,0,0.0563516516697527,0.0089414135751636,0.228373819996464,0.0792419188532171,0,0.033767315838275,0,0.0226819888882979,0,0.00238094319431666,0.190838340768197,0,0,0,0,0.00611416590764807,0,0.0200803871173557,0,0,0,0.00267551524271649,0,0,0.0349924267535005
"10",0.303906947177871,0.0466591213621601,0,0,0.0407601474715961,0.0295352454408935,0,0.218429282419624,0.0652428229275065,0,0.0260560055431925,0,0.0232057042602375,0,0.0054929323855192,0.172339085864444,0,0,0,0,0.000818655607810489,0,0.0291417524140866,0,0,0,0.00461051111572656,0,0,0.0338017860093324
